Ligand_symbol,Receptor_symbol,interaction_name,pathway_name,interaction_name_2
LILRB2,SIGLEC14,LILRB2_SIGLEC14,,LILRB2 - SIGLEC14
LILRB2,LILRA3,LILRB2_LILRA3,,LILRB2 - LILRA3
TNFRSF13C,LILRB2,TNFRSF13C_LILRB2,,TNFRSF13C - LILRB2
ANGPTL2,LILRB2,ANGPTL2_LILRB2,,ANGPTL2 - LILRB2
LILRB2,SIGLEC9,LILRB2_SIGLEC9,,LILRB2 - SIGLEC9
LILRB2,SIGLEC15,LILRB2_SIGLEC15,,LILRB2 - SIGLEC15
PILRA,LILRB2,PILRA_LILRB2,,PILRA - LILRB2
IL23A,LILRB2,IL23A_LILRB2,,IL23A - LILRB2
FSTL5,LILRB2,FSTL5_LILRB2,,FSTL5 - LILRB2
BTNL8,LILRB2,BTNL8_LILRB2,,BTNL8 - LILRB2
LILRB2,SIGLEC10,LILRB2_SIGLEC10,,LILRB2 - SIGLEC10
ZG16B,TLR6,ZG16B_TLR6,,ZG16B - TLR6
CCL26,CCR2,CCL26_CCR2,,CCL26 - CCR2
HAVCR1,BTN3A3,HAVCR1_BTN3A3,,HAVCR1 - BTN3A3
CD52,SIGLEC10,CD52_SIGLEC10,,CD52 - SIGLEC10
CEACAM6,CEACAM5,CEACAM6_CEACAM5,,CEACAM6 - CEACAM5
SEMA4B,CLCP1,SEMA4B_CLCP1,,SEMA4B - CLCP1
PROCR,SIGLEC10,PROCR_SIGLEC10,,PROCR - SIGLEC10
CEL,CXCR4,CEL_CXCR4,,CEL - CXCR4
CXCL13,ACKR4,CXCL13_ACKR4,,CXCL13 - ACKR4
CLDN16,CLDN19,CLDN16_CLDN19,,CLDN16 - CLDN19
CLDN14,CLDN16,CLDN14_CLDN16,,CLDN14 - CLDN16
TRPV5,CLDN16,TRPV5_CLDN16,,TRPV5 - CLDN16
CNTN5,CHL1,CNTN5_CHL1,,CNTN5 - CHL1
FSTL5,CHL1,FSTL5_CHL1,,FSTL5 - CHL1
HSP90AA1,CFTR,HSP90AA1_CFTR,,HSP90AA1 - CFTR
TJP1,CFTR,TJP1_CFTR,,TJP1 - CFTR
LILRB1,EDAR,LILRB1_EDAR,,LILRB1 - EDAR
LILRB1,ILDR1,LILRB1_ILDR1,,LILRB1 - ILDR1
BTNL8,LILRB1,BTNL8_LILRB1,,BTNL8 - LILRB1
LILRB1,CEACAM21,LILRB1_CEACAM21,,LILRB1 - CEACAM21
MICA,HCST,MICA_HCST,,MICA - HCST
ULBP3,HCST,ULBP3_HCST,,ULBP3 - HCST
ULBP2,HCST,ULBP2_HCST,,ULBP2 - HCST
CEACAM6,CEACAM8,CEACAM6_CEACAM8,,CEACAM6 - CEACAM8
FLT4,CEACAM4,FLT4_CEACAM4,,FLT4 - CEACAM4
CEACAM4,PDCD1LG2,CEACAM4_PDCD1LG2,,CEACAM4 - PDCD1LG2
PILRA,LILRB5,PILRA_LILRB5,,PILRA - LILRB5
TNFRSF12A,LILRB5,TNFRSF12A_LILRB5,,TNFRSF12A - LILRB5
CD300LB,LILRA1,CD300LB_LILRA1,,CD300LB - LILRA1
PILRA,LILRA1,PILRA_LILRA1,,PILRA - LILRA1
TNFRSF12A,LILRA1,TNFRSF12A_LILRA1,,TNFRSF12A - LILRA1
IL23A,LILRA1,IL23A_LILRA1,,IL23A - LILRA1
FSTL5,LILRA1,FSTL5_LILRA1,,FSTL5 - LILRA1
BTNL8,LILRA1,BTNL8_LILRA1,,BTNL8 - LILRA1
TNFRSF12A,LILRB3,TNFRSF12A_LILRB3,,TNFRSF12A - LILRB3
BTNL8,LILRB3,BTNL8_LILRB3,,BTNL8 - LILRB3
BTN3A1,LILRA3,BTN3A1_LILRA3,,BTN3A1 - LILRA3
LILRA3,PILRB,LILRA3_PILRB,,LILRA3 - PILRB
PILRA,LILRA3,PILRA_LILRA3,,PILRA - LILRA3
TNFRSF12A,LILRA3,TNFRSF12A_LILRA3,,TNFRSF12A - LILRA3
SEMA3G,LILRA3,SEMA3G_LILRA3,,SEMA3G - LILRA3
BTNL8,LILRA3,BTNL8_LILRA3,,BTNL8 - LILRA3
PILRA,BTN3A2,PILRA_BTN3A2,,PILRA - BTN3A2
DSCAML1,PTPRT,DSCAML1_PTPRT,,DSCAML1 - PTPRT
IL1RAPL1,PILRB,IL1RAPL1_PILRB,,IL1RAPL1 - PILRB
KIR3DL3,HHLA2,KIR3DL3_HHLA2,,KIR3DL3 - HHLA2
TMIGD2,HHLA2,TMIGD2_HHLA2,,TMIGD2 - HHLA2
CISH,EPOR,CISH_EPOR,,CISH - EPOR
ADCYAP1,DPP4,ADCYAP1_DPP4,,ADCYAP1 - DPP4
ADCYAP1,VIPR1,ADCYAP1_VIPR1,,ADCYAP1 - VIPR1
ADCYAP1,VIPR2,ADCYAP1_VIPR2,,ADCYAP1 - VIPR2
VIP,ADCYAP1R1,VIP_ADCYAP1R1,,VIP - ADCYAP1R1
CLU,TREM2,CLU_TREM2,,CLU - TREM2
JAML,JAML,JAML_JAML,,JAML - JAML
CCL26,CCR1,CCL26_CCR1,,CCL26 - CCR1
CCL2,CCR1,CCL2_CCR1,,CCL2 - CCR1
CCL4,CCR1,CCL4_CCR1,,CCL4 - CCR1
CXCL10,CCR3,CXCL10_CCR3,,CXCL10 - CCR3
CXCL9,CCR3,CXCL9_CCR3,,CXCL9 - CCR3
CCL2,CCR3,CCL2_CCR3,,CCL2 - CCR3
CCL3,CCR3,CCL3_CCR3,,CCL3 - CCR3
CCL3L1,CCR3,CCL3L1_CCR3,,CCL3L1 - CCR3
CCL4,CCR3,CCL4_CCR3,,CCL4 - CCR3
CCL8,CCR3,CCL8_CCR3,,CCL8 - CCR3
CCL13,CCR3,CCL13_CCR3,,CCL13 - CCR3
CCL14,CCR3,CCL14_CCR3,,CCL14 - CCR3
CCL15,CCR3,CCL15_CCR3,,CCL15 - CCR3
CCL18,CCR3,CCL18_CCR3,,CCL18 - CCR3
CXCL11,CCR3,CXCL11_CCR3,,CXCL11 - CCR3
CCL26,CCR5,CCL26_CCR5,,CCL26 - CCR5
ACKR1,CCR5,ACKR1_CCR5,,ACKR1 - CCR5
GNAI2,CCR5,GNAI2_CCR5,,GNAI2 - CCR5
CCL3L3,CCR5,CCL3L3_CCR5,,CCL3L3 - CCR5
ORM1,CCR5,ORM1_CCR5,,ORM1 - CCR5
CCL2,CCR5,CCL2_CCR5,,CCL2 - CCR5
CCL3L1,CCR5,CCL3L1_CCR5,,CCL3L1 - CCR5
CCL7,CCR5,CCL7_CCR5,,CCL7 - CCR5
CCL8,CCR5,CCL8_CCR5,,CCL8 - CCR5
CCL11,CCR5,CCL11_CCR5,,CCL11 - CCR5
CCL13,CCR5,CCL13_CCR5,,CCL13 - CCR5
CCL14,CCR5,CCL14_CCR5,,CCL14 - CCR5
CCL16,CCR5,CCL16_CCR5,,CCL16 - CCR5
CXCR4,CCR5,CXCR4_CCR5,,CXCR4 - CCR5
TNFSF10,CCR6,TNFSF10_CCR6,,TNFSF10 - CCR6
CXCR4,CCR7,CXCR4_CCR7,,CXCR4 - CCR7
CCL4,CCR8,CCL4_CCR8,,CCL4 - CCR8
CCL16,CCR8,CCL16_CCR8,,CCL16 - CCR8
CCL17,CCR8,CCL17_CCR8,,CCL17 - CCR8
CCL27,ACKR2,CCL27_ACKR2,,CCL27 - ACKR2
CCL4L1,ACKR2,CCL4L1_ACKR2,,CCL4L1 - ACKR2
CCL28,ACKR2,CCL28_ACKR2,,CCL28 - ACKR2
CCL19,ACKR2,CCL19_ACKR2,,CCL19 - ACKR2
CCL25,ACKR2,CCL25_ACKR2,,CCL25 - ACKR2
CD300LB,SIGLEC14,CD300LB_SIGLEC14,,CD300LB - SIGLEC14
WFIKKN2,PRTG,WFIKKN2_PRTG,,WFIKKN2 - PRTG
TARM1,OSCAR,TARM1_OSCAR,,TARM1 - OSCAR
CNTF,IL6R,CNTF_IL6R,,CNTF - IL6R
CNTF,IL6ST,CNTF_IL6ST,,CNTF - IL6ST
NCR3,CNTFR,NCR3_CNTFR,,NCR3 - CNTFR
SORL1,CNTFR,SORL1_CNTFR,,SORL1 - CNTFR
KRTAP4-12,CNTFR,KRTAP4-12_CNTFR,,KRTAP4-12 - CNTFR
TNC,CNTN1,TNC_CNTN1,,TNC - CNTN1
L1CAM,CNTN1,L1CAM_CNTN1,,L1CAM - CNTN1
MCAM,CNTN1,MCAM_CNTN1,,MCAM - CNTN1
NCAM1,CNTN1,NCAM1_CNTN1,,NCAM1 - CNTN1
PTPRZ1,CNTN1,PTPRZ1_CNTN1,,PTPRZ1 - CNTN1
CNTN1,PTPRZ2,CNTN1_PTPRZ2,,CNTN1 - PTPRZ2
CNTN1,CNTN2,CNTN1_CNTN2,,CNTN1 - CNTN2
THY1,CNTN1,THY1_CNTN1,,THY1 - CNTN1
COMP,COL1A1,COMP_COL1A1,,COMP - COL1A1
VCAN,COL1A1,VCAN_COL1A1,,VCAN - COL1A1
COL1A1,TMPRSS6,COL1A1_TMPRSS6,,COL1A1 - TMPRSS6
COL1A1,CD93,COL1A1_CD93,,COL1A1 - CD93
COL1A1,ITGA5,COL1A1_ITGA5,,COL1A1 - ITGA5
COL1A1,LAIR1,COL1A1_LAIR1,,COL1A1 - LAIR1
COL1A1,DDR2,COL1A1_DDR2,,COL1A1 - DDR2
VWF,COL1A1,VWF_COL1A1,,VWF - COL1A1
COMP,COL1A2,COMP_COL1A2,,COMP - COL1A2
VCAN,COL1A2,VCAN_COL1A2,,VCAN - COL1A2
COL1A2,CD93,COL1A2_CD93,,COL1A2 - CD93
COL1A2,ITGA2B,COL1A2_ITGA2B,,COL1A2 - ITGA2B
COL1A2,ITGB3,COL1A2_ITGB3,,COL1A2 - ITGB3
COL1A2,LAIR1,COL1A2_LAIR1,,COL1A2 - LAIR1
COL1A2,DDR2,COL1A2_DDR2,,COL1A2 - DDR2
VWF,COL1A2,VWF_COL1A2,,VWF - COL1A2
COL2A1,CD93,COL2A1_CD93,,COL2A1 - CD93
COL2A1,ITGA2B,COL2A1_ITGA2B,,COL2A1 - ITGA2B
COL2A1,LAIR1,COL2A1_LAIR1,,COL2A1 - LAIR1
COL2A1,MAG,COL2A1_MAG,,COL2A1 - MAG
MATN1,COL2A1,MATN1_COL2A1,,MATN1 - COL2A1
COL2A1,DDR2,COL2A1_DDR2,,COL2A1 - DDR2
COL2A1,TNFRSF10A,COL2A1_TNFRSF10A,,COL2A1 - TNFRSF10A
COL3A1,CD93,COL3A1_CD93,,COL3A1 - CD93
COL3A1,LAIR1,COL3A1_LAIR1,,COL3A1 - LAIR1
COL3A1,MAG,COL3A1_MAG,,COL3A1 - MAG
COL3A1,DDR2,COL3A1_DDR2,,COL3A1 - DDR2
COL3A1,SDC1,COL3A1_SDC1,,COL3A1 - SDC1
VWF,COL3A1,VWF_COL3A1,,VWF - COL3A1
COL4A1,CD93,COL4A1_CD93,,COL4A1 - CD93
COL4A1,DDR2,COL4A1_DDR2,,COL4A1 - DDR2
VWF,COL4A1,VWF_COL4A1,,VWF - COL4A1
COL4A2,CD93,COL4A2_CD93,,COL4A2 - CD93
COL4A2,DDR2,COL4A2_DDR2,,COL4A2 - DDR2
VWF,COL4A2,VWF_COL4A2,,VWF - COL4A2
COL4A3,CD93,COL4A3_CD93,,COL4A3 - CD93
COL4A3,ITGB3,COL4A3_ITGB3,,COL4A3 - ITGB3
COL4A3,ITGB5,COL4A3_ITGB5,,COL4A3 - ITGB5
COL4A3,DDR2,COL4A3_DDR2,,COL4A3 - DDR2
VWF,COL4A3,VWF_COL4A3,,VWF - COL4A3
COL4A4,CD93,COL4A4_CD93,,COL4A4 - CD93
COL4A4,DDR2,COL4A4_DDR2,,COL4A4 - DDR2
COL4A5,CD93,COL4A5_CD93,,COL4A5 - CD93
COL4A5,DDR2,COL4A5_DDR2,,COL4A5 - DDR2
VWF,COL4A5,VWF_COL4A5,,VWF - COL4A5
COL4A6,CD93,COL4A6_CD93,,COL4A6 - CD93
COL4A6,DDR2,COL4A6_DDR2,,COL4A6 - DDR2
VWF,COL4A6,VWF_COL4A6,,VWF - COL4A6
COL5A1,CD93,COL5A1_CD93,,COL5A1 - CD93
COL5A1,LAIR1,COL5A1_LAIR1,,COL5A1 - LAIR1
COL5A1,DDR2,COL5A1_DDR2,,COL5A1 - DDR2
COL5A1,SDC1,COL5A1_SDC1,,COL5A1 - SDC1
COL5A1,SDC3,COL5A1_SDC3,,COL5A1 - SDC3
COL5A2,CD93,COL5A2_CD93,,COL5A2 - CD93
COL5A2,LAIR1,COL5A2_LAIR1,,COL5A2 - LAIR1
COL5A2,DDR2,COL5A2_DDR2,,COL5A2 - DDR2
COL5A2,SDC1,COL5A2_SDC1,,COL5A2 - SDC1
COL8A1,ITGA1,COL8A1_ITGA1,,COL8A1 - ITGA1
COL8A1,ITGA2,COL8A1_ITGA2,,COL8A1 - ITGA2
COL9A1,MAG,COL9A1_MAG,,COL9A1 - MAG
COL9A2,MAG,COL9A2_MAG,,COL9A2 - MAG
COL9A3,MAG,COL9A3_MAG,,COL9A3 - MAG
COL10A1,LAIR1,COL10A1_LAIR1,,COL10A1 - LAIR1
NID2,COL13A1,NID2_COL13A1,,NID2 - COL13A1
FN1,COL13A1,FN1_COL13A1,,FN1 - COL13A1
HSPG2,COL13A1,HSPG2_COL13A1,,HSPG2 - COL13A1
COMP,ITGA7,COMP_ITGA7,,COMP - ITGA7
CORT,MRGPRX2,CORT_MRGPRX2,,CORT - MRGPRX2
CORT,GHSR,CORT_GHSR,,CORT - GHSR
ADM,RAMP2,ADM_RAMP2,,ADM - RAMP2
ADM,RAMP1,ADM_RAMP1,,ADM - RAMP1
ADM,RAMP3,ADM_RAMP3,,ADM - RAMP3
ADM,GPR182,ADM_GPR182,,ADM - GPR182
ADM,MRGPRX2,ADM_MRGPRX2,,ADM - MRGPRX2
ADM,ACKR3,ADM_ACKR3,,ADM - ACKR3
ADM,DCLK3,ADM_DCLK3,,ADM - DCLK3
ADORA1,GRM1,ADORA1_GRM1,,ADORA1 - GRM1
ADO,ADORA1,ADO_ADORA1,,ADO - ADORA1
ADO,ADORA2A,ADO_ADORA2A,,ADO - ADORA2A
DCC,ADORA2B,DCC_ADORA2B,,DCC - ADORA2B
ADO,ADORA2B,ADO_ADORA2B,,ADO - ADORA2B
EFNA2,CLDN4,EFNA2_CLDN4,,EFNA2 - CLDN4
CLDN4,EFNB1,CLDN4_EFNB1,,CLDN4 - EFNB1
TJP3,CLDN4,TJP3_CLDN4,,TJP3 - CLDN4
TJP1,CLDN4,TJP1_CLDN4,,TJP1 - CLDN4
MPDZ,CLDN4,MPDZ_CLDN4,,MPDZ - CLDN4
TJP2,CLDN4,TJP2_CLDN4,,TJP2 - CLDN4
TJP3,CLDN3,TJP3_CLDN3,,TJP3 - CLDN3
TJP1,CLDN3,TJP1_CLDN3,,TJP1 - CLDN3
CLDN2,CLDN3,CLDN2_CLDN3,,CLDN2 - CLDN3
TJP2,CLDN3,TJP2_CLDN3,,TJP2 - CLDN3
CLDN19,CLDN7,CLDN19_CLDN7,,CLDN19 - CLDN7
TJP3,CLDN7,TJP3_CLDN7,,TJP3 - CLDN7
EPCAM,CLDN7,EPCAM_CLDN7,,EPCAM - CLDN7
TJP1,CLDN7,TJP1_CLDN7,,TJP1 - CLDN7
TJP2,CLDN7,TJP2_CLDN7,,TJP2 - CLDN7
CD55,CR1,CD55_CR1,,CD55 - CR1
SIGLEC15,UNC5D,SIGLEC15_UNC5D,,SIGLEC15 - UNC5D
HLA-DRA,CR2,HLA-DRA_CR2,,HLA-DRA - CR2
HLA-DRB1,CR2,HLA-DRB1_CR2,,HLA-DRB1 - CR2
IFNA1,CR2,IFNA1_CR2,,IFNA1 - CR2
IFNA2,CR2,IFNA2_CR2,,IFNA2 - CR2
CRKL,EPOR,CRKL_EPOR,,CRKL - EPOR
ADO,ADORA3,ADO_ADORA3,,ADO - ADORA3
CRP,OLR1,CRP_OLR1,,CRP - OLR1
HAPLN1,MICA,HAPLN1_MICA,,HAPLN1 - MICA
HAPLN1,ADGRA2,HAPLN1_ADGRA2,,HAPLN1 - ADGRA2
HAPLN1,PRTG,HAPLN1_PRTG,,HAPLN1 - PRTG
HAPLN1,TNFRSF11B,HAPLN1_TNFRSF11B,,HAPLN1 - TNFRSF11B
HAPLN1,IGDCC4,HAPLN1_IGDCC4,,HAPLN1 - IGDCC4
HAPLN1,TREML2,HAPLN1_TREML2,,HAPLN1 - TREML2
HAPLN1,MPIG6B,HAPLN1_MPIG6B,,HAPLN1 - MPIG6B
HAPLN1,IL1RL1,HAPLN1_IL1RL1,,HAPLN1 - IL1RL1
CSF1R,PRLR,CSF1R_PRLR,,CSF1R - PRLR
CSF2,CSF3R,CSF2_CSF3R,,CSF2 - CSF3R
CSF2,IL3RA,CSF2_IL3RA,,CSF2 - IL3RA
CSF2,SDC2,CSF2_SDC2,,CSF2 - SDC2
IL3,CSF2RA,IL3_CSF2RA,,IL3 - CSF2RA
IL5,CSF2RA,IL5_CSF2RA,,IL5 - CSF2RA
CSH1,PRLR,CSH1_PRLR,,CSH1 - PRLR
BTNL9,LRFN5,BTNL9_LRFN5,,BTNL9 - LRFN5
VCAN,TLR6,VCAN_TLR6,,VCAN - TLR6
VCAN,EGFR,VCAN_EGFR,,VCAN - EGFR
FBLN1,VCAN,FBLN1_VCAN,,FBLN1 - VCAN
FBLN2,VCAN,FBLN2_VCAN,,FBLN2 - VCAN
VCAN,FN1,VCAN_FN1,,VCAN - FN1
VCAN,TNC,VCAN_TNC,,VCAN - TNC
VCAN,ITGA4,VCAN_ITGA4,,VCAN - ITGA4
VCAN,ITGB1,VCAN_ITGB1,,VCAN - ITGB1
VCAN,LDLR,VCAN_LDLR,,VCAN - LDLR
LPL,VCAN,LPL_VCAN,,LPL - VCAN
CCL21,VCAN,CCL21_VCAN,,CCL21 - VCAN
SELE,VCAN,SELE_VCAN,,SELE - VCAN
SELL,VCAN,SELL_VCAN,,SELL - VCAN
VCAN,SELP,VCAN_SELP,,VCAN - SELP
VCAN,SELPLG,VCAN_SELPLG,,VCAN - SELPLG
VCAN,TLR2,VCAN_TLR2,,VCAN - TLR2
VCAN,TNR,VCAN_TNR,,VCAN - TNR
VEGFA,VCAN,VEGFA_VCAN,,VEGFA - VCAN
VCAN,TLR3,VCAN_TLR3,,VCAN - TLR3
CD300LF,CD300LG,CD300LF_CD300LG,,CD300LF - CD300LG
ADRA1B,CXCR4,ADRA1B_CXCR4,,ADRA1B - CXCR4
ADRA1A,CXCR4,ADRA1A_CXCR4,,ADRA1A - CXCR4
CCN2,ERBB4,CCN2_ERBB4,,CCN2 - ERBB4
CCN2,ITGAM,CCN2_ITGAM,,CCN2 - ITGAM
CCN2,ITGB2,CCN2_ITGB2,,CCN2 - ITGB2
CCN2,LRP1,CCN2_LRP1,,CCN2 - LRP1
CCN2,LRP6,CCN2_LRP6,,CCN2 - LRP6
CCN2,NTRK1,CCN2_NTRK1,,CCN2 - NTRK1
CTLA4,SIGLEC10,CTLA4_SIGLEC10,,CTLA4 - SIGLEC10
CLDN19,CLDN19,CLDN19_CLDN19,,CLDN19 - CLDN19
CCL26,CX3CR1,CCL26_CX3CR1,,CCL26 - CX3CR1
IGSF10,IGSF11,IGSF10_IGSF11,,IGSF10 - IGSF11
CXADR,JAML,CXADR_JAML,,CXADR - JAML
NPY,ADRB1,NPY_ADRB1,,NPY - ADRB1
VIP,ADRB1,VIP_ADRB1,,VIP - ADRB1
ADRB2,CCR7,ADRB2_CCR7,,ADRB2 - CCR7
EGFR,ADRB2,EGFR_ADRB2,,EGFR - ADRB2
GRK5,ADRB2,GRK5_ADRB2,,GRK5 - ADRB2
INSR,ADRB2,INSR_ADRB2,,INSR - ADRB2
KDR,ADRB2,KDR_ADRB2,,KDR - ADRB2
ARRB2,ADRB2,ARRB2_ADRB2,,ARRB2 - ADRB2
NPY,ADRB2,NPY_ADRB2,,NPY - ADRB2
ADRB2,CXCR4,ADRB2_CXCR4,,ADRB2 - CXCR4
GRK2,GRM1,GRK2_GRM1,,GRK2 - GRM1
DBP,ACKR1,DBP_ACKR1,,DBP - ACKR1
DCC,VSIG4,DCC_VSIG4,,DCC - VSIG4
DCC,DSCAM,DCC_DSCAM,,DCC - DSCAM
IGFBPL1,DCC,IGFBPL1_DCC,,IGFBPL1 - DCC
DRAXIN,DCC,DRAXIN_DCC,,DRAXIN - DCC
PSG7,DCC,PSG7_DCC,,PSG7 - DCC
PSG9,DCC,PSG9_DCC,,PSG9 - DCC
NTN4,DCC,NTN4_DCC,,NTN4 - DCC
NTN1,DCC,NTN1_DCC,,NTN1 - DCC
DCN,EGFR,DCN_EGFR,,DCN - EGFR
DCN,ERBB4,DCN_ERBB4,,DCN - ERBB4
DCN,IGF1R,DCN_IGF1R,,DCN - IGF1R
DCN,KDR,DCN_KDR,,DCN - KDR
DCN,LRP1,DCN_LRP1,,DCN - LRP1
MET,DCN,MET_DCN,,MET - DCN
TGFB1,DCN,TGFB1_DCN,,TGFB1 - DCN
DCN,TLR2,DCN_TLR2,,DCN - TLR2
DCN,TLR4,DCN_TLR4,,DCN - TLR4
IFNL2,IFNLR1,IFNL2_IFNLR1,,IFNL2 - IFNLR1
LAMA1,TMPRSS6,LAMA1_TMPRSS6,,LAMA1 - TMPRSS6
MATN1,ACAN,MATN1_ACAN,,MATN1 - ACAN
HAPLN1,AGER,HAPLN1_AGER,,HAPLN1 - AGER
MXRA5,AGER,MXRA5_AGER,,MXRA5 - AGER
HMGB1,AGER,HMGB1_AGER,,HMGB1 - AGER
LTF,AGER,LTF_AGER,,LTF - AGER
S100A8,AGER,S100A8_AGER,,S100A8 - AGER
S100A9,AGER,S100A9_AGER,,S100A9 - AGER
MPIG6B,AGER,MPIG6B_AGER,,MPIG6B - AGER
GCG,DPP4,GCG_DPP4,,GCG - DPP4
GHRH,DPP4,GHRH_DPP4,,GHRH - DPP4
GIP,DPP4,GIP_DPP4,,GIP - DPP4
CXCL2,DPP4,CXCL2_DPP4,,CXCL2 - DPP4
IGF2R,DPP4,IGF2R_DPP4,,IGF2R - DPP4
CXCL10,DPP4,CXCL10_DPP4,,CXCL10 - DPP4
CXCL9,DPP4,CXCL9_DPP4,,CXCL9 - DPP4
NPY,DPP4,NPY_DPP4,,NPY - DPP4
NPPB,DPP4,NPPB_DPP4,,NPPB - DPP4
PAM,DPP4,PAM_DPP4,,PAM - DPP4
PYY,DPP4,PYY_DPP4,,PYY - DPP4
PTPRC,DPP4,PTPRC_DPP4,,PTPRC - DPP4
CCL5,DPP4,CCL5_DPP4,,CCL5 - DPP4
CCL11,DPP4,CCL11_DPP4,,CCL11 - DPP4
CCL22,DPP4,CCL22_DPP4,,CCL22 - DPP4
CXCL11,DPP4,CXCL11_DPP4,,CXCL11 - DPP4
CXCL12,DPP4,CXCL12_DPP4,,CXCL12 - DPP4
TAC1,DPP4,TAC1_DPP4,,TAC1 - DPP4
VIP,DPP4,VIP_DPP4,,VIP - DPP4
CXCR4,DPP4,CXCR4_DPP4,,CXCR4 - DPP4
CARD11,DPP4,CARD11_DPP4,,CARD11 - DPP4
AGRP,MC1R,AGRP_MC1R,,AGRP - MC1R
AGRP,MC3R,AGRP_MC3R,,AGRP - MC3R
AGRP,MC4R,AGRP_MC4R,,AGRP - MC4R
AGRP,MC5R,AGRP_MC5R,,AGRP - MC5R
AGRP,SDC1,AGRP_SDC1,,AGRP - SDC1
AGRP,SDC3,AGRP_SDC3,,AGRP - SDC3
FLNA,DRD2,FLNA_DRD2,,FLNA - DRD2
GNAI2,DRD2,GNAI2_DRD2,,GNAI2 - DRD2
FLNA,DRD3,FLNA_DRD3,,FLNA - DRD3
DSC3,DSG1,DSC3_DSG1,,DSC3 - DSG1
DSCAM,PTPRT,DSCAM_PTPRT,,DSCAM - PTPRT
DSCAM,NOTCH3,DSCAM_NOTCH3,,DSCAM - NOTCH3
PSG4,DSCAM,PSG4_DSCAM,,PSG4 - DSCAM
PSG6,DSCAM,PSG6_DSCAM,,PSG6 - DSCAM
PSG7,DSCAM,PSG7_DSCAM,,PSG7 - DSCAM
PSG9,DSCAM,PSG9_DSCAM,,PSG9 - DSCAM
DSCAM,PTPRK,DSCAM_PTPRK,,DSCAM - PTPRK
DSCAM,PTPRM,DSCAM_PTPRM,,DSCAM - PTPRM
NTN1,DSCAM,NTN1_DSCAM,,NTN1 - DSCAM
AGT,LRP2,AGT_LRP2,,AGT - LRP2
CD82,CD37,CD82_CD37,,CD82 - CD37
HBEGF,CD82,HBEGF_CD82,,HBEGF - CD82
MMP1,HBEGF,MMP1_HBEGF,,MMP1 - HBEGF
GNAI2,AGTR2,GNAI2_AGTR2,,GNAI2 - AGTR2
GNAI3,AGTR2,GNAI3_AGTR2,,GNAI3 - AGTR2
TIMP3,AGTR2,TIMP3_AGTR2,,TIMP3 - AGTR2
GFAP,APLNR,GFAP_APLNR,,GFAP - APLNR
PLTP,ABCA1,PLTP_ABCA1,,PLTP - ABCA1
LIN7C,ABCA1,LIN7C_ABCA1,,LIN7C - ABCA1
RIMS2,ABCA1,RIMS2_ABCA1,,RIMS2 - ABCA1
S1PR1,HTR1A,S1PR1_HTR1A,,S1PR1 - HTR1A
SPP1,S1PR1,SPP1_S1PR1,,SPP1 - S1PR1
LIPH,LPAR1,LIPH_LPAR1,,LIPH - LPAR1
S1PR3,HTR1A,S1PR3_HTR1A,,S1PR3 - HTR1A
EDN1,KEL,EDN1_KEL,,EDN1 - KEL
EDN2,KEL,EDN2_KEL,,EDN2 - KEL
EDN3,KEL,EDN3_KEL,,EDN3 - KEL
EDNRA,GNA11,EDNRA_GNA11,,EDNRA - GNA11
EDNRA,GNAI2,EDNRA_GNAI2,,EDNRA - GNAI2
EDNRB,GNA11,EDNRB_GNA11,,EDNRB - GNA11
EDNRB,GNAI2,EDNRB_GNAI2,,EDNRB - GNAI2
EFNA1,EPHA10,EFNA1_EPHA10,,EFNA1 - EPHA10
EFNA1,EPHA6,EFNA1_EPHA6,,EFNA1 - EPHA6
EFNA2,EPHA10,EFNA2_EPHA10,,EFNA2 - EPHA10
EFNA2,EPHA6,EFNA2_EPHA6,,EFNA2 - EPHA6
EFNA3,EPHA10,EFNA3_EPHA10,,EFNA3 - EPHA10
EFNA3,EPHA6,EFNA3_EPHA6,,EFNA3 - EPHA6
EFNA4,EPHA10,EFNA4_EPHA10,,EFNA4 - EPHA10
EFNA4,EPHA6,EFNA4_EPHA6,,EFNA4 - EPHA6
EFNA4,PDGFRB,EFNA4_PDGFRB,,EFNA4 - PDGFRB
EFNA5,EPHA10,EFNA5_EPHA10,,EFNA5 - EPHA10
EFNA5,EPHA6,EFNA5_EPHA6,,EFNA5 - EPHA6
ITGB1,EFNA5,ITGB1_EFNA5,,ITGB1 - EFNA5
EFNB1,EPHB6,EFNB1_EPHB6,,EFNB1 - EPHB6
EFNB1,ERBB2,EFNB1_ERBB2,,EFNB1 - ERBB2
SRC,EFNB1,SRC_EFNB1,,SRC - EFNB1
EFNB1,CLDN1,EFNB1_CLDN1,,EFNB1 - CLDN1
EFNB2,EPHB6,EFNB2_EPHB6,,EFNB2 - EPHB6
EFNB2,GRM1,EFNB2_GRM1,,EFNB2 - GRM1
EFNB2,GRM5,EFNB2_GRM5,,EFNB2 - GRM5
KDR,EFNB2,KDR_EFNB2,,KDR - EFNB2
EFNB2,PECAM1,EFNB2_PECAM1,,EFNB2 - PECAM1
EFNB2,RHBDL2,EFNB2_RHBDL2,,EFNB2 - RHBDL2
EFNB3,RHBDL2,EFNB3_RHBDL2,,EFNB3 - RHBDL2
EGF,ERBB3,EGF_ERBB3,,EGF - ERBB3
EPHA2,EGFR,EPHA2_EGFR,,EPHA2 - EGFR
