Ligand_symbol,Receptor_symbol,interaction_name,interaction_name_2
COL16A1,ITGB5,COL16A1_ITGB5,COL16A1 - ITGB5
COL16A1,ITGB3,COL16A1_ITGB3,COL16A1 - ITGB3
COL16A1,ITGAV,COL16A1_ITGAV,COL16A1 - ITGAV
COL16A1,ITGB8,COL16A1_ITGB8,COL16A1 - ITGB8
COL16A1,CD36,COL16A1_CD36,COL16A1 - CD36
COL16A1,ITGA1,COL16A1_ITGA1,COL16A1 - ITGA1
COL16A1,ITGA2,COL16A1_ITGA2,COL16A1 - ITGA2
COL16A1,ITGA5,COL16A1_ITGA5,COL16A1 - ITGA5
COL16A1,CD93,COL16A1_CD93,COL16A1 - CD93
COL16A1,FLT4,COL16A1_FLT4,COL16A1 - FLT4
COL16A1,DDR2,COL16A1_DDR2,COL16A1 - DDR2
COL16A1,ITGA11,COL16A1_ITGA11,COL16A1 - ITGA11
COL16A1,TMPRSS6,COL16A1_TMPRSS6,COL16A1 - TMPRSS6
COL16A1,DDR1,COL16A1_DDR1,COL16A1 - DDR1
COL16A1,CD47,COL16A1_CD47,COL16A1 - CD47
COL16A1,ITGA2B,COL16A1_ITGA2B,COL16A1 - ITGA2B
COL16A1,GPC4,COL16A1_GPC4,COL16A1 - GPC4
COL16A1,ADGRB2,COL16A1_ADGRB2,COL16A1 - ADGRB2
COL16A1,ADGRL2,COL16A1_ADGRL2,COL16A1 - ADGRL2
COL16A1,MAG,COL16A1_MAG,COL16A1 - MAG
COL16A1,ITGA3,COL16A1_ITGA3,COL16A1 - ITGA3
COL16A1,TNFRSF10A,COL16A1_TNFRSF10A,COL16A1 - TNFRSF10A
COL16A1,ITGA10,COL16A1_ITGA10,COL16A1 - ITGA10
COL16A1,SLC4A11,COL16A1_SLC4A11,COL16A1 - SLC4A11
HSPG2,ITGB2,HSPG2_ITGB2,HSPG2 - ITGB2
HSPG2,ITGB5,HSPG2_ITGB5,HSPG2 - ITGB5
HSPG2,ITGA4,HSPG2_ITGA4,HSPG2 - ITGA4
HSPG2,CD44,HSPG2_CD44,HSPG2 - CD44
HSPG2,SDC2,HSPG2_SDC2,HSPG2 - SDC2
HSPG2,TPO,HSPG2_TPO,HSPG2 - TPO
HSPG2,ITGAM,HSPG2_ITGAM,HSPG2 - ITGAM
HSPG2,ITGB3,HSPG2_ITGB3,HSPG2 - ITGB3
HSPG2,ITGB6,HSPG2_ITGB6,HSPG2 - ITGB6
HSPG2,ITGAV,HSPG2_ITGAV,HSPG2 - ITGAV
HSPG2,ITGB8,HSPG2_ITGB8,HSPG2 - ITGB8
HSPG2,ITGA6,HSPG2_ITGA6,HSPG2 - ITGA6
HSPG2,ITGA1,HSPG2_ITGA1,HSPG2 - ITGA1
HSPG2,ITGA5,HSPG2_ITGA5,HSPG2 - ITGA5
HSPG2,CD93,HSPG2_CD93,HSPG2 - CD93
HSPG2,FLT4,HSPG2_FLT4,HSPG2 - FLT4
HSPG2,TMPRSS6,HSPG2_TMPRSS6,HSPG2 - TMPRSS6
HSPG2,ITGA8,HSPG2_ITGA8,HSPG2 - ITGA8
HSPG2,CD47,HSPG2_CD47,HSPG2 - CD47
HSPG2,ITGA2B,HSPG2_ITGA2B,HSPG2 - ITGA2B
HSPG2,TNFRSF11B,HSPG2_TNFRSF11B,HSPG2 - TNFRSF11B
HSPG2,BCAM,HSPG2_BCAM,HSPG2 - BCAM
HSPG2,SCARA5,HSPG2_SCARA5,HSPG2 - SCARA5
HSPG2,STAB2,HSPG2_STAB2,HSPG2 - STAB2
HSPG2,RPSA,HSPG2_RPSA,HSPG2 - RPSA
HSPG2,ADGRB2,HSPG2_ADGRB2,HSPG2 - ADGRB2
HSPG2,ADGRL2,HSPG2_ADGRL2,HSPG2 - ADGRL2
HSPG2,LPAR1,HSPG2_LPAR1,HSPG2 - LPAR1
HSPG2,LPAR4,HSPG2_LPAR4,HSPG2 - LPAR4
HSPG2,LPAR2,HSPG2_LPAR2,HSPG2 - LPAR2
HSPG2,MAG,HSPG2_MAG,HSPG2 - MAG
HSPG2,LPAR3,HSPG2_LPAR3,HSPG2 - LPAR3
HSPG2,ATP1A3,HSPG2_ATP1A3,HSPG2 - ATP1A3
HSPG2,ITGA3,HSPG2_ITGA3,HSPG2 - ITGA3
HSPG2,ITGB4,HSPG2_ITGB4,HSPG2 - ITGB4
HSPG2,NT5E,HSPG2_NT5E,HSPG2 - NT5E
HSPG2,GPC1,HSPG2_GPC1,HSPG2 - GPC1
HSPG2,ITGA9,HSPG2_ITGA9,HSPG2 - ITGA9
HSPG2,ROBO4,HSPG2_ROBO4,HSPG2 - ROBO4
COL5A2,ITGB5,COL5A2_ITGB5,COL5A2 - ITGB5
COL5A2,ITGB3,COL5A2_ITGB3,COL5A2 - ITGB3
COL5A2,ITGAV,COL5A2_ITGAV,COL5A2 - ITGAV
COL5A2,ITGB8,COL5A2_ITGB8,COL5A2 - ITGB8
COL5A2,CD36,COL5A2_CD36,COL5A2 - CD36
COL5A2,ITGA2,COL5A2_ITGA2,COL5A2 - ITGA2
COL5A2,ITGA5,COL5A2_ITGA5,COL5A2 - ITGA5
COL5A2,CD93,COL5A2_CD93,COL5A2 - CD93
COL5A2,FLT4,COL5A2_FLT4,COL5A2 - FLT4
COL5A2,DDR2,COL5A2_DDR2,COL5A2 - DDR2
COL5A2,ITGA11,COL5A2_ITGA11,COL5A2 - ITGA11
COL5A2,TMPRSS6,COL5A2_TMPRSS6,COL5A2 - TMPRSS6
COL5A2,CD47,COL5A2_CD47,COL5A2 - CD47
COL5A2,ITGA2B,COL5A2_ITGA2B,COL5A2 - ITGA2B
COL5A2,GPC4,COL5A2_GPC4,COL5A2 - GPC4
COL5A2,ADGRB2,COL5A2_ADGRB2,COL5A2 - ADGRB2
COL5A2,ADGRL2,COL5A2_ADGRL2,COL5A2 - ADGRL2
COL5A2,MAG,COL5A2_MAG,COL5A2 - MAG
COL5A2,ITGA3,COL5A2_ITGA3,COL5A2 - ITGA3
COL5A2,TNFRSF10A,COL5A2_TNFRSF10A,COL5A2 - TNFRSF10A
COL5A2,ITGA10,COL5A2_ITGA10,COL5A2 - ITGA10
SYK,ITGB1,SYK_ITGB1,SYK - ITGB1
COL4A1,ITGB3,COL4A1_ITGB3,COL4A1 - ITGB3
COL4A1,CD36,COL4A1_CD36,COL4A1 - CD36
COL4A1,FLT4,COL4A1_FLT4,COL4A1 - FLT4
COL4A1,DDR2,COL4A1_DDR2,COL4A1 - DDR2
COL4A1,ITGA11,COL4A1_ITGA11,COL4A1 - ITGA11
COL4A1,TMPRSS6,COL4A1_TMPRSS6,COL4A1 - TMPRSS6
COL4A1,DDR1,COL4A1_DDR1,COL4A1 - DDR1
COL4A1,ITGA2B,COL4A1_ITGA2B,COL4A1 - ITGA2B
COL4A1,MAG,COL4A1_MAG,COL4A1 - MAG
COL4A1,ITGA3,COL4A1_ITGA3,COL4A1 - ITGA3
COL4A1,TNFRSF10A,COL4A1_TNFRSF10A,COL4A1 - TNFRSF10A
COL4A1,ITGA10,COL4A1_ITGA10,COL4A1 - ITGA10
AGRN,NOTCH1,AGRN_NOTCH1,AGRN - NOTCH1
AGRN,ITGB3,AGRN_ITGB3,AGRN - ITGB3
AGRN,ITGA2,AGRN_ITGA2,AGRN - ITGA2
AGRN,ABCA1,AGRN_ABCA1,AGRN - ABCA1
COL2A1,ITGB5,COL2A1_ITGB5,COL2A1 - ITGB5
COL2A1,CD44,COL2A1_CD44,COL2A1 - CD44
COL2A1,ITGB3,COL2A1_ITGB3,COL2A1 - ITGB3
COL2A1,ITGAV,COL2A1_ITGAV,COL2A1 - ITGAV
COL2A1,ITGB8,COL2A1_ITGB8,COL2A1 - ITGB8
COL2A1,CD36,COL2A1_CD36,COL2A1 - CD36
COL2A1,ITGA5,COL2A1_ITGA5,COL2A1 - ITGA5
COL2A1,CD93,COL2A1_CD93,COL2A1 - CD93
COL2A1,FLT4,COL2A1_FLT4,COL2A1 - FLT4
COL2A1,DDR2,COL2A1_DDR2,COL2A1 - DDR2
COL2A1,ITGA11,COL2A1_ITGA11,COL2A1 - ITGA11
COL2A1,TMPRSS6,COL2A1_TMPRSS6,COL2A1 - TMPRSS6
COL2A1,CD47,COL2A1_CD47,COL2A1 - CD47
COL2A1,GPC4,COL2A1_GPC4,COL2A1 - GPC4
COL2A1,ADGRB2,COL2A1_ADGRB2,COL2A1 - ADGRB2
COL2A1,ADGRL2,COL2A1_ADGRL2,COL2A1 - ADGRL2
COL2A1,ITGA3,COL2A1_ITGA3,COL2A1 - ITGA3
SEMA5A,ITGB1,SEMA5A_ITGB1,SEMA5A - ITGB1
SEMA5A,ITGB3,SEMA5A_ITGB3,SEMA5A - ITGB3
SEMA5A,ITGAV,SEMA5A_ITGAV,SEMA5A - ITGAV
RPH3A,ITGB1,RPH3A_ITGB1,RPH3A - ITGB1
RPH3A,ITGAV,RPH3A_ITGAV,RPH3A - ITGAV
LAMA1,EGFR,LAMA1_EGFR,LAMA1 - EGFR
LAMA1,ITGA4,LAMA1_ITGA4,LAMA1 - ITGA4
LAMA1,LRP2,LAMA1_LRP2,LAMA1 - LRP2
LAMA1,LRP1,LAMA1_LRP1,LAMA1 - LRP1
LAMA1,ITGB3,LAMA1_ITGB3,LAMA1 - ITGB3
LAMA1,ITGB6,LAMA1_ITGB6,LAMA1 - ITGB6
LAMA1,ITGA5,LAMA1_ITGA5,LAMA1 - ITGA5
LAMA1,ITGA8,LAMA1_ITGA8,LAMA1 - ITGA8
LAMA1,TNFRSF11B,LAMA1_TNFRSF11B,LAMA1 - TNFRSF11B
LAMA1,LRP8,LAMA1_LRP8,LAMA1 - LRP8
LAMA1,SCARA5,LAMA1_SCARA5,LAMA1 - SCARA5
LAMA1,STAB2,LAMA1_STAB2,LAMA1 - STAB2
LAMA1,ROBO1,LAMA1_ROBO1,LAMA1 - ROBO1
LAMA1,ITGA9,LAMA1_ITGA9,LAMA1 - ITGA9
LAMA1,ROBO4,LAMA1_ROBO4,LAMA1 - ROBO4
LAMB3,ITGB3,LAMB3_ITGB3,LAMB3 - ITGB3
AFDN,LRP2,AFDN_LRP2,AFDN - LRP2
AFDN,ITGB1,AFDN_ITGB1,AFDN - ITGB1
AFDN,LRP1,AFDN_LRP1,AFDN - LRP1
AFDN,ITGA2,AFDN_ITGA2,AFDN - ITGA2
AFDN,TLR2,AFDN_TLR2,AFDN - TLR2
COL4A6,ITGB5,COL4A6_ITGB5,COL4A6 - ITGB5
COL4A6,ITGB3,COL4A6_ITGB3,COL4A6 - ITGB3
COL4A6,ITGB8,COL4A6_ITGB8,COL4A6 - ITGB8
COL4A6,CD36,COL4A6_CD36,COL4A6 - CD36
COL4A6,ITGA5,COL4A6_ITGA5,COL4A6 - ITGA5
COL4A6,FLT4,COL4A6_FLT4,COL4A6 - FLT4
COL4A6,DDR2,COL4A6_DDR2,COL4A6 - DDR2
COL4A6,ITGA11,COL4A6_ITGA11,COL4A6 - ITGA11
COL4A6,TMPRSS6,COL4A6_TMPRSS6,COL4A6 - TMPRSS6
COL4A6,DDR1,COL4A6_DDR1,COL4A6 - DDR1
COL4A6,ITGA2B,COL4A6_ITGA2B,COL4A6 - ITGA2B
COL4A6,GPC4,COL4A6_GPC4,COL4A6 - GPC4
COL4A6,ADGRB2,COL4A6_ADGRB2,COL4A6 - ADGRB2
COL4A6,ADGRL2,COL4A6_ADGRL2,COL4A6 - ADGRL2
COL4A6,MAG,COL4A6_MAG,COL4A6 - MAG
COL4A6,ITGA3,COL4A6_ITGA3,COL4A6 - ITGA3
COL4A6,TNFRSF10A,COL4A6_TNFRSF10A,COL4A6 - TNFRSF10A
COL4A6,ITGA10,COL4A6_ITGA10,COL4A6 - ITGA10
COL4A3,ITGB5,COL4A3_ITGB5,COL4A3 - ITGB5
COL4A3,ITGB8,COL4A3_ITGB8,COL4A3 - ITGB8
COL4A3,CD36,COL4A3_CD36,COL4A3 - CD36
COL4A3,ITGA5,COL4A3_ITGA5,COL4A3 - ITGA5
COL4A3,FLT4,COL4A3_FLT4,COL4A3 - FLT4
COL4A3,DDR2,COL4A3_DDR2,COL4A3 - DDR2
COL4A3,ITGA11,COL4A3_ITGA11,COL4A3 - ITGA11
COL4A3,TMPRSS6,COL4A3_TMPRSS6,COL4A3 - TMPRSS6
COL4A3,DDR1,COL4A3_DDR1,COL4A3 - DDR1
COL4A3,ITGA2B,COL4A3_ITGA2B,COL4A3 - ITGA2B
COL4A3,GPC4,COL4A3_GPC4,COL4A3 - GPC4
COL4A3,ADGRB2,COL4A3_ADGRB2,COL4A3 - ADGRB2
COL4A3,MAG,COL4A3_MAG,COL4A3 - MAG
COL4A3,TNFRSF10A,COL4A3_TNFRSF10A,COL4A3 - TNFRSF10A
COL4A3,ITGA10,COL4A3_ITGA10,COL4A3 - ITGA10
COL4A4,ITGB8,COL4A4_ITGB8,COL4A4 - ITGB8
COL4A4,CD36,COL4A4_CD36,COL4A4 - CD36
COL4A4,FLT4,COL4A4_FLT4,COL4A4 - FLT4
COL4A4,DDR2,COL4A4_DDR2,COL4A4 - DDR2
COL4A4,ITGA11,COL4A4_ITGA11,COL4A4 - ITGA11
COL4A4,TMPRSS6,COL4A4_TMPRSS6,COL4A4 - TMPRSS6
COL4A4,DDR1,COL4A4_DDR1,COL4A4 - DDR1
COL4A4,ITGA2B,COL4A4_ITGA2B,COL4A4 - ITGA2B
COL4A4,MAG,COL4A4_MAG,COL4A4 - MAG
COL4A4,ITGA3,COL4A4_ITGA3,COL4A4 - ITGA3
COL4A4,TNFRSF10A,COL4A4_TNFRSF10A,COL4A4 - TNFRSF10A
COL4A4,ITGA10,COL4A4_ITGA10,COL4A4 - ITGA10
CNTN4,LRP2,CNTN4_LRP2,CNTN4 - LRP2
CNTN4,ITGB1,CNTN4_ITGB1,CNTN4 - ITGB1
CNTN4,LRP1,CNTN4_LRP1,CNTN4 - LRP1
CNTN4,ITGB3,CNTN4_ITGB3,CNTN4 - ITGB3
CNTN4,ITGAV,CNTN4_ITGAV,CNTN4 - ITGAV
CNTN4,ITGA2,CNTN4_ITGA2,CNTN4 - ITGA2
DSCAM,ITGA4,DSCAM_ITGA4,DSCAM - ITGA4
DSCAM,CD44,DSCAM_CD44,DSCAM - CD44
DSCAM,LRP2,DSCAM_LRP2,DSCAM - LRP2
DSCAM,ITGB1,DSCAM_ITGB1,DSCAM - ITGB1
DSCAM,LRP1,DSCAM_LRP1,DSCAM - LRP1
DSCAM,ITGB3,DSCAM_ITGB3,DSCAM - ITGB3
DSCAM,ITGAV,DSCAM_ITGAV,DSCAM - ITGAV
DSCAM,ITGA2,DSCAM_ITGA2,DSCAM - ITGA2
FBLN2,ITGB1,FBLN2_ITGB1,FBLN2 - ITGB1
NLGN1,LRP2,NLGN1_LRP2,NLGN1 - LRP2
NLGN1,ITGB1,NLGN1_ITGB1,NLGN1 - ITGB1
NLGN1,LRP1,NLGN1_LRP1,NLGN1 - LRP1
NLGN1,ITGB3,NLGN1_ITGB3,NLGN1 - ITGB3
C4A,LRP2,C4A_LRP2,C4A - LRP2
C4A,ITGB1,C4A_ITGB1,C4A - ITGB1
C4A,LRP1,C4A_LRP1,C4A - LRP1
C4A,ITGB3,C4A_ITGB3,C4A - ITGB3
C4A,ITGA2,C4A_ITGA2,C4A - ITGA2
LAMA2,LRP2,LAMA2_LRP2,LAMA2 - LRP2
LAMA2,LRP1,LAMA2_LRP1,LAMA2 - LRP1
LAMA2,ITGB3,LAMA2_ITGB3,LAMA2 - ITGB3
LAMA2,ITGB6,LAMA2_ITGB6,LAMA2 - ITGB6
LAMA2,ITGAV,LAMA2_ITGAV,LAMA2 - ITGAV
HSPA8,ITGB1,HSPA8_ITGB1,HSPA8 - ITGB1
SHANK2,CD44,SHANK2_CD44,SHANK2 - CD44
SHANK2,LRP2,SHANK2_LRP2,SHANK2 - LRP2
SHANK2,ITGB1,SHANK2_ITGB1,SHANK2 - ITGB1
SHANK2,ITGB3,SHANK2_ITGB3,SHANK2 - ITGB3
SHANK2,ITGA2,SHANK2_ITGA2,SHANK2 - ITGA2
SHANK2,ABCA1,SHANK2_ABCA1,SHANK2 - ABCA1
SHANK2,SSTR2,SHANK2_SSTR2,SHANK2 - SSTR2
RELN,ITGA4,RELN_ITGA4,RELN - ITGA4
RELN,LRP1,RELN_LRP1,RELN - LRP1
RELN,ITGA2,RELN_ITGA2,RELN - ITGA2
ADAM9,ITGB3,ADAM9_ITGB3,ADAM9 - ITGB3
CPAMD8,CD44,CPAMD8_CD44,CPAMD8 - CD44
CPAMD8,LRP2,CPAMD8_LRP2,CPAMD8 - LRP2
CPAMD8,ITGB1,CPAMD8_ITGB1,CPAMD8 - ITGB1
CPAMD8,LRP1,CPAMD8_LRP1,CPAMD8 - LRP1
CPAMD8,ITGB3,CPAMD8_ITGB3,CPAMD8 - ITGB3
CPAMD8,ITGAV,CPAMD8_ITGAV,CPAMD8 - ITGAV
CPAMD8,ITGA1,CPAMD8_ITGA1,CPAMD8 - ITGA1
CPAMD8,ITGA2,CPAMD8_ITGA2,CPAMD8 - ITGA2
CPAMD8,NRXN3,CPAMD8_NRXN3,CPAMD8 - NRXN3
CPAMD8,NRXN2,CPAMD8_NRXN2,CPAMD8 - NRXN2
RIMS1,ITGB1,RIMS1_ITGB1,RIMS1 - ITGB1
RIMS1,ITGB3,RIMS1_ITGB3,RIMS1 - ITGB3
RIMS1,ITGA2,RIMS1_ITGA2,RIMS1 - ITGA2
A2M,ITGA4,A2M_ITGA4,A2M - ITGA4
A2M,LRP2,A2M_LRP2,A2M - LRP2
A2M,ITGB1,A2M_ITGB1,A2M - ITGB1
A2M,ITGB3,A2M_ITGB3,A2M - ITGB3
A2M,TLR2,A2M_TLR2,A2M - TLR2
A2M,VLDLR,A2M_VLDLR,A2M - VLDLR
A2M,PTPRF,A2M_PTPRF,A2M - PTPRF
A2M,TLR1,A2M_TLR1,A2M - TLR1
A2M,NRXN3,A2M_NRXN3,A2M - NRXN3
A2M,NRXN2,A2M_NRXN2,A2M - NRXN2
A2M,ASGR2,A2M_ASGR2,A2M - ASGR2
DSC3,LRP2,DSC3_LRP2,DSC3 - LRP2
DSC3,ITGB1,DSC3_ITGB1,DSC3 - ITGB1
DSC3,LRP1,DSC3_LRP1,DSC3 - LRP1
DSC3,ITGB3,DSC3_ITGB3,DSC3 - ITGB3
DSC3,ITGAV,DSC3_ITGAV,DSC3 - ITGAV
DSC2,LRP2,DSC2_LRP2,DSC2 - LRP2
DSC2,ITGB1,DSC2_ITGB1,DSC2 - ITGB1
DSC2,LRP1,DSC2_LRP1,DSC2 - LRP1
CP,LRP2,CP_LRP2,CP - LRP2
CP,ITGB1,CP_ITGB1,CP - ITGB1
CP,LRP1,CP_LRP1,CP - LRP1
CP,ITGB3,CP_ITGB3,CP - ITGB3
CP,ITGAV,CP_ITGAV,CP - ITGAV
CUBN,ITGB1,CUBN_ITGB1,CUBN - ITGB1
CUBN,ITGA2,CUBN_ITGA2,CUBN - ITGA2
NRG1,ITGB1,NRG1_ITGB1,NRG1 - ITGB1
SLIT2,ITGB1,SLIT2_ITGB1,SLIT2 - ITGB1
NCAM1,ITGB1,NCAM1_ITGB1,NCAM1 - ITGB1
NRG2,ITGB1,NRG2_ITGB1,NRG2 - ITGB1
NRG2,ITGB3,NRG2_ITGB3,NRG2 - ITGB3
NRG2,ITGAV,NRG2_ITGAV,NRG2 - ITGAV
PTPN11,ITGB1,PTPN11_ITGB1,PTPN11 - ITGB1
RBP3,EGFR,RBP3_EGFR,RBP3 - EGFR
RBP3,LRP2,RBP3_LRP2,RBP3 - LRP2
RBP3,ITGB1,RBP3_ITGB1,RBP3 - ITGB1
RBP3,LRP1,RBP3_LRP1,RBP3 - LRP1
RBP3,ITGB3,RBP3_ITGB3,RBP3 - ITGB3
SORBS1,ITGB1,SORBS1_ITGB1,SORBS1 - ITGB1
LTBP3,ITGB1,LTBP3_ITGB1,LTBP3 - ITGB1
LTBP3,ITGB3,LTBP3_ITGB3,LTBP3 - ITGB3
LTBP3,ITGAV,LTBP3_ITGAV,LTBP3 - ITGAV
LTBP3,ITGA2,LTBP3_ITGA2,LTBP3 - ITGA2
LTBP3,CD93,LTBP3_CD93,LTBP3 - CD93
LTBP1,NOTCH1,LTBP1_NOTCH1,LTBP1 - NOTCH1
LTBP1,NOTCH2,LTBP1_NOTCH2,LTBP1 - NOTCH2
LTBP1,NOTCH3,LTBP1_NOTCH3,LTBP1 - NOTCH3
LTBP1,ITGB1,LTBP1_ITGB1,LTBP1 - ITGB1
LTBP1,ITGB3,LTBP1_ITGB3,LTBP1 - ITGB3
LTBP1,ITGAV,LTBP1_ITGAV,LTBP1 - ITGAV
LTBP1,ITGA1,LTBP1_ITGA1,LTBP1 - ITGA1
LTBP1,ITGA2,LTBP1_ITGA2,LTBP1 - ITGA2
LTBP1,CD93,LTBP1_CD93,LTBP1 - CD93
MST1,ITGB1,MST1_ITGB1,MST1 - ITGB1
FAT4,ITGB1,FAT4_ITGB1,FAT4 - ITGB1
ACE2,EGFR,ACE2_EGFR,ACE2 - EGFR
C4B,LRP2,C4B_LRP2,C4B - LRP2
C4B,ITGB1,C4B_ITGB1,C4B - ITGB1
C4B,LRP1,C4B_LRP1,C4B - LRP1
C4B,ITGB3,C4B_ITGB3,C4B - ITGB3
C4B,ITGAV,C4B_ITGAV,C4B - ITGAV
C4B,ITGA2,C4B_ITGA2,C4B - ITGA2
COLQ,ITGB1,COLQ_ITGB1,COLQ - ITGB1
COLQ,ITGAV,COLQ_ITGAV,COLQ - ITGAV
COLQ,CD93,COLQ_CD93,COLQ - CD93
MEPE,ITGB1,MEPE_ITGB1,MEPE - ITGB1
MEPE,ITGAV,MEPE_ITGAV,MEPE - ITGAV
COL8A2,ITGB5,COL8A2_ITGB5,COL8A2 - ITGB5
COL8A2,CD44,COL8A2_CD44,COL8A2 - CD44
COL8A2,ITGB1,COL8A2_ITGB1,COL8A2 - ITGB1
COL8A2,ITGB3,COL8A2_ITGB3,COL8A2 - ITGB3
COL8A2,ITGAV,COL8A2_ITGAV,COL8A2 - ITGAV
COL8A2,ITGB8,COL8A2_ITGB8,COL8A2 - ITGB8
COL8A2,CD36,COL8A2_CD36,COL8A2 - CD36
COL8A2,ITGA1,COL8A2_ITGA1,COL8A2 - ITGA1
COL8A2,ITGA2,COL8A2_ITGA2,COL8A2 - ITGA2
COL8A2,ITGA5,COL8A2_ITGA5,COL8A2 - ITGA5
COL8A2,CD93,COL8A2_CD93,COL8A2 - CD93
COL8A2,FLT4,COL8A2_FLT4,COL8A2 - FLT4
COL8A2,DDR2,COL8A2_DDR2,COL8A2 - DDR2
COL8A2,ITGA11,COL8A2_ITGA11,COL8A2 - ITGA11
COL8A2,DDR1,COL8A2_DDR1,COL8A2 - DDR1
COL8A2,CD47,COL8A2_CD47,COL8A2 - CD47
COL8A2,ITGA2B,COL8A2_ITGA2B,COL8A2 - ITGA2B
COL8A2,SDC3,COL8A2_SDC3,COL8A2 - SDC3
COL8A2,GPC4,COL8A2_GPC4,COL8A2 - GPC4
COL8A2,SSTR2,COL8A2_SSTR2,COL8A2 - SSTR2
COL8A2,ADGRB2,COL8A2_ADGRB2,COL8A2 - ADGRB2
COL8A2,ADGRL2,COL8A2_ADGRL2,COL8A2 - ADGRL2
COL8A2,ADGRL1,COL8A2_ADGRL1,COL8A2 - ADGRL1
COL8A2,MAG,COL8A2_MAG,COL8A2 - MAG
COL8A2,ITGA3,COL8A2_ITGA3,COL8A2 - ITGA3
COL8A2,TNFRSF10A,COL8A2_TNFRSF10A,COL8A2 - TNFRSF10A
COL8A2,ITGA10,COL8A2_ITGA10,COL8A2 - ITGA10
SPTBN2,ITGB1,SPTBN2_ITGB1,SPTBN2 - ITGB1
SPTBN2,LRP1,SPTBN2_LRP1,SPTBN2 - LRP1
DSPP,EGFR,DSPP_EGFR,DSPP - EGFR
DSPP,ITGA4,DSPP_ITGA4,DSPP - ITGA4
DSPP,CD44,DSPP_CD44,DSPP - CD44
DSPP,ITGA2,DSPP_ITGA2,DSPP - ITGA2
DSPP,LDLR,DSPP_LDLR,DSPP - LDLR
DSPP,SELL,DSPP_SELL,DSPP - SELL
DSPP,SELP,DSPP_SELP,DSPP - SELP
DSPP,VLDLR,DSPP_VLDLR,DSPP - VLDLR
DSPP,OLR1,DSPP_OLR1,DSPP - OLR1
DSPP,MTTP,DSPP_MTTP,DSPP - MTTP
DSPP,LSR,DSPP_LSR,DSPP - LSR
DSPP,TLR6,DSPP_TLR6,DSPP - TLR6
DSPP,LRP8,DSPP_LRP8,DSPP - LRP8
DSPP,TLR1,DSPP_TLR1,DSPP - TLR1
DSPP,PTPRD,DSPP_PTPRD,DSPP - PTPRD
PRG4,EGFR,PRG4_EGFR,PRG4 - EGFR
PRG4,ITGB2,PRG4_ITGB2,PRG4 - ITGB2
PRG4,ITGA4,PRG4_ITGA4,PRG4 - ITGA4
PRG4,ITGB1,PRG4_ITGB1,PRG4 - ITGB1
PRG4,SELL,PRG4_SELL,PRG4 - SELL
PRG4,SELP,PRG4_SELP,PRG4 - SELP
PRG4,TLR1,PRG4_TLR1,PRG4 - TLR1
VIM,GRM7,VIM_GRM7,VIM - GRM7
