Ligand_symbol,Receptor_symbol,interaction_name,interaction_name_2
Wnt3,Fzd6,Wnt3_Fzd6,Wnt3 - Fzd6
Wnt3,Egfr,Wnt3_Egfr,Wnt3 - Egfr
Wnt3,Fzd2,Wnt3_Fzd2,Wnt3 - Fzd2
Wnt3,Lrp5,Wnt3_Lrp5,Wnt3 - Lrp5
Wnt3,Fzd1,Wnt3_Fzd1,Wnt3 - Fzd1
Wnt3,Fzd3,Wnt3_Fzd3,Wnt3 - Fzd3
Wnt3,Fzd8,Wnt3_Fzd8,Wnt3 - Fzd8
Wnt3,Ror1,Wnt3_Ror1,Wnt3 - Ror1
Wnt3,Lrp6,Wnt3_Lrp6,Wnt3 - Lrp6
Wnt3,Ror2,Wnt3_Ror2,Wnt3 - Ror2
Wnt3,Fzd5,Wnt3_Fzd5,Wnt3 - Fzd5
Wnt3,Fzd7,Wnt3_Fzd7,Wnt3 - Fzd7
Wnt9a,Egfr,Wnt9a_Egfr,Wnt9a - Egfr
Wnt9a,Fzd7,Wnt9a_Fzd7,Wnt9a - Fzd7
Wnt9a,Fzd9,Wnt9a_Fzd9,Wnt9a - Fzd9
Wnt9a,Fzd4,Wnt9a_Fzd4,Wnt9a - Fzd4
Fgf23,Fgfr1,Fgf23_Fgfr1,Fgf23 - Fgfr1
Fgf23,Fgfr4,Fgf23_Fgfr4,Fgf23 - Fgfr4
Fgf23,Fgfr2,Fgf23_Fgfr2,Fgf23 - Fgfr2
Fgf23,Fgfr3,Fgf23_Fgfr3,Fgf23 - Fgfr3
Fgf23,Kl,Fgf23_Kl,Fgf23 - Kl
Fgf6,Fgfr1,Fgf6_Fgfr1,Fgf6 - Fgfr1
Fgf6,Fgfr4,Fgf6_Fgfr4,Fgf6 - Fgfr4
Fgf6,Fgfr2,Fgf6_Fgfr2,Fgf6 - Fgfr2
Fgf6,Fgfr3,Fgf6_Fgfr3,Fgf6 - Fgfr3
Ccl2,Ccr4,Ccl2_Ccr4,Ccl2 - Ccr4
Ccl2,Ccr2,Ccl2_Ccr2,Ccl2 - Ccr2
Ccl2,Ackr1,Ccl2_Ackr1,Ccl2 - Ackr1
Ccl2,Ackr2,Ccl2_Ackr2,Ccl2 - Ackr2
Ccl12,Ccr4,Ccl12_Ccr4,Ccl12 - Ccr4
Ccl12,Ccr2,Ccl12_Ccr2,Ccl12 - Ccr2
Cdh1,Egfr,Cdh1_Egfr,Cdh1 - Egfr
Cdh1,Fgfr1,Cdh1_Fgfr1,Cdh1 - Fgfr1
Cdh1,Itgb7,Cdh1_Itgb7,Cdh1 - Itgb7
Cdh1,Ptprj,Cdh1_Ptprj,Cdh1 - Ptprj
Cdh1,Itgae,Cdh1_Itgae,Cdh1 - Itgae
Cdh1,Ptprm,Cdh1_Ptprm,Cdh1 - Ptprm
Cdh1,Igf1r,Cdh1_Igf1r,Cdh1 - Igf1r
Cdh1,Klrg1,Cdh1_Klrg1,Cdh1 - Klrg1
Ccl11,Ccr2,Ccl11_Ccr2,Ccl11 - Ccr2
Ccl11,Ackr2,Ccl11_Ackr2,Ccl11 - Ackr2
Ccl11,Ccr5,Ccl11_Ccr5,Ccl11 - Ccr5
Ccl11,Cxcr3,Ccl11_Cxcr3,Ccl11 - Cxcr3
Ccl11,Ccr3,Ccl11_Ccr3,Ccl11 - Ccr3
Ccl11,Ackr4,Ccl11_Ackr4,Ccl11 - Ackr4
Pdgfb,Lrp1,Pdgfb_Lrp1,Pdgfb - Lrp1
Pdgfb,Pdgfra,Pdgfb_Pdgfra,Pdgfb - Pdgfra
Pdgfb,Pdgfrb,Pdgfb_Pdgfrb,Pdgfb - Pdgfrb
Fasl,Fas,Fasl_Fas,Fasl - Fas
Il4,Il4ra,Il4_Il4ra,Il4 - Il4ra
Il4,Il2ra,Il4_Il2ra,Il4 - Il2ra
Il4,Tlr2,Il4_Tlr2,Il4 - Tlr2
Il4,Il2rg,Il4_Il2rg,Il4 - Il2rg
Il4,Il13ra1,Il4_Il13ra1,Il4 - Il13ra1
Il4,Il13ra2,Il4_Il13ra2,Il4 - Il13ra2
Ccl3,Ackr2,Ccl3_Ackr2,Ccl3 - Ackr2
Ccl3,Ccr5,Ccl3_Ccr5,Ccl3 - Ccr5
Ccl3,Ccr3,Ccl3_Ccr3,Ccl3 - Ccr3
Ccl3,Ccr1,Ccl3_Ccr1,Ccl3 - Ccr1
Icam4,Itgav,Icam4_Itgav,Icam4 - Itgav
Icam4,Itgam,Icam4_Itgam,Icam4 - Itgam
S100a4,Egfr,S100a4_Egfr,S100a4 - Egfr
S100a4,Erbb2,S100a4_Erbb2,S100a4 - Erbb2
Icam2,Itgam,Icam2_Itgam,Icam2 - Itgam
Icam2,Itgal,Icam2_Itgal,Icam2 - Itgal
Icam2,Itgb2,Icam2_Itgb2,Icam2 - Itgb2
Efnb2,Ephb2,Efnb2_Ephb2,Efnb2 - Ephb2
Efnb2,Epha3,Efnb2_Epha3,Efnb2 - Epha3
Efnb2,Epha4,Efnb2_Epha4,Efnb2 - Epha4
Efnb2,Ephb3,Efnb2_Ephb3,Efnb2 - Ephb3
Efnb2,Epha7,Efnb2_Epha7,Efnb2 - Epha7
Efnb2,Ephb4,Efnb2_Ephb4,Efnb2 - Ephb4
Efnb2,Epha6,Efnb2_Epha6,Efnb2 - Epha6
Efnb2,Ephb6,Efnb2_Ephb6,Efnb2 - Ephb6
Efnb2,Ephb1,Efnb2_Ephb1,Efnb2 - Ephb1
Sost,Lrp5,Sost_Lrp5,Sost - Lrp5
Sost,Lrp6,Sost_Lrp6,Sost - Lrp6
Col1a1,Itgb1,Col1a1_Itgb1,Col1a1 - Itgb1
Col1a1,Cd44,Col1a1_Cd44,Col1a1 - Cd44
Col1a1,Cd93,Col1a1_Cd93,Col1a1 - Cd93
Il16,Grin2c,Il16_Grin2c,Il16 - Grin2c
Il16,Kcnj4,Il16_Kcnj4,Il16 - Kcnj4
Il16,Grin2d,Il16_Grin2d,Il16 - Grin2d
Il16,Kcna3,Il16_Kcna3,Il16 - Kcna3
Il16,Kcnd2,Il16_Kcnd2,Il16 - Kcnd2
Il16,Kcnj15,Il16_Kcnj15,Il16 - Kcnj15
Il16,Kcnd1,Il16_Kcnd1,Il16 - Kcnd1
Il16,Cd4,Il16_Cd4,Il16 - Cd4
Il16,Kcnj10,Il16_Kcnj10,Il16 - Kcnj10
Angptl4,Gpihbp1,Angptl4_Gpihbp1,Angptl4 - Gpihbp1
Bmp8b,Acvr2b,Bmp8b_Acvr2b,Bmp8b - Acvr2b
Bmp8b,Bmpr1b,Bmp8b_Bmpr1b,Bmp8b - Bmpr1b
Bmp8b,Acvr2a,Bmp8b_Acvr2a,Bmp8b - Acvr2a
Bmp8b,Tgfbr2,Bmp8b_Tgfbr2,Bmp8b - Tgfbr2
Bmp8b,Bmpr2,Bmp8b_Bmpr2,Bmp8b - Bmpr2
Bmp8b,Bmpr1a,Bmp8b_Bmpr1a,Bmp8b - Bmpr1a
Tgfb1,Itgb1,Tgfb1_Itgb1,Tgfb1 - Itgb1
Tgfb1,Tgfbr2,Tgfb1_Tgfbr2,Tgfb1 - Tgfbr2
Tgfb1,Tgfbr1,Tgfb1_Tgfbr1,Tgfb1 - Tgfbr1
Tgfb1,Eng,Tgfb1_Eng,Tgfb1 - Eng
Tgfb1,Sdc2,Tgfb1_Sdc2,Tgfb1 - Sdc2
Tgfb1,Tgfbr3,Tgfb1_Tgfbr3,Tgfb1 - Tgfbr3
Tgfb1,Itgb8,Tgfb1_Itgb8,Tgfb1 - Itgb8
Tgfb1,Acvrl1,Tgfb1_Acvrl1,Tgfb1 - Acvrl1
Shh,Cdon,Shh_Cdon,Shh - Cdon
Shh,Pvr,Shh_Pvr,Shh - Pvr
Shh,Ptch1,Shh_Ptch1,Shh - Ptch1
Shh,Lrp2,Shh_Lrp2,Shh - Lrp2
Shh,Hhip,Shh_Hhip,Shh - Hhip
Shh,Gpc1,Shh_Gpc1,Shh - Gpc1
Shh,Gpc6,Shh_Gpc6,Shh - Gpc6
Shh,Cav1,Shh_Cav1,Shh - Cav1
Shh,Gas1,Shh_Gas1,Shh - Gas1
Shh,Ptch2,Shh_Ptch2,Shh - Ptch2
Shh,Smo,Shh_Smo,Shh - Smo
Pspn,Gfra4,Pspn_Gfra4,Pspn - Gfra4
Pspn,Ret,Pspn_Ret,Pspn - Ret
Lamb1,Itgb1,Lamb1_Itgb1,Lamb1 - Itgb1
Lamb1,Itga6,Lamb1_Itga6,Lamb1 - Itga6
Efna2,Epha3,Efna2_Epha3,Efna2 - Epha3
Efna2,Epha4,Efna2_Epha4,Efna2 - Epha4
Efna2,Epha7,Efna2_Epha7,Efna2 - Epha7
Efna2,Epha6,Efna2_Epha6,Efna2 - Epha6
Efna2,Epha10,Efna2_Epha10,Efna2 - Epha10
Efna2,Epha8,Efna2_Epha8,Efna2 - Epha8
Efna2,Epha1,Efna2_Epha1,Efna2 - Epha1
Efna2,Epha2,Efna2_Epha2,Efna2 - Epha2
Efna2,Epha5,Efna2_Epha5,Efna2 - Epha5
Ebi3,Il6st,Ebi3_Il6st,Ebi3 - Il6st
Ebi3,Il27ra,Ebi3_Il27ra,Ebi3 - Il27ra
Comp,Itgav,Comp_Itgav,Comp - Itgav
Comp,Notch1,Comp_Notch1,Comp - Notch1
Comp,Notch3,Comp_Notch3,Comp - Notch3
Comp,Cd47,Comp_Cd47,Comp - Cd47
Comp,Itga7,Comp_Itga7,Comp - Itga7
Comp,Cd36,Comp_Cd36,Comp - Cd36
Tgfb3,Tgfbr2,Tgfb3_Tgfbr2,Tgfb3 - Tgfbr2
Tgfb3,Tgfbr1,Tgfb3_Tgfbr1,Tgfb3 - Tgfbr1
Tgfb3,Eng,Tgfb3_Eng,Tgfb3 - Eng
Tgfb3,Tgfbr3,Tgfb3_Tgfbr3,Tgfb3 - Tgfbr3
Tgfb3,Acvr1,Tgfb3_Acvr1,Tgfb3 - Acvr1
Gdf15,Egfr,Gdf15_Egfr,Gdf15 - Egfr
Gdf15,Tgfbr2,Gdf15_Tgfbr2,Gdf15 - Tgfbr2
Gdf15,Tgfbr1,Gdf15_Tgfbr1,Gdf15 - Tgfbr1
Gdf15,Ret,Gdf15_Ret,Gdf15 - Ret
Gdf15,Gfral,Gdf15_Gfral,Gdf15 - Gfral
Calr,Lrp1,Calr_Lrp1,Calr - Lrp1
Calr,Scarf1,Calr_Scarf1,Calr - Scarf1
Calr,Mpl,Calr_Mpl,Calr - Mpl
Efnb3,Ephb2,Efnb3_Ephb2,Efnb3 - Ephb2
Efnb3,Epha4,Efnb3_Epha4,Efnb3 - Epha4
Efnb3,Ephb3,Efnb3_Ephb3,Efnb3 - Ephb3
Efnb3,Ephb6,Efnb3_Ephb6,Efnb3 - Ephb6
Efnb3,Ephb1,Efnb3_Ephb1,Efnb3 - Ephb1
Sst,Sstr3,Sst_Sstr3,Sst - Sstr3
Sst,Sstr2,Sst_Sstr2,Sst - Sstr2
Sst,Sstr4,Sst_Sstr4,Sst - Sstr4
Sst,Sstr5,Sst_Sstr5,Sst - Sstr5
Sst,Sstr1,Sst_Sstr1,Sst - Sstr1
Pgf,Egfr,Pgf_Egfr,Pgf - Egfr
Pgf,Flt1,Pgf_Flt1,Pgf - Flt1
Pgf,Nrp1,Pgf_Nrp1,Pgf - Nrp1
Pgf,Nrp2,Pgf_Nrp2,Pgf - Nrp2
Ccl24,Ccr2,Ccl24_Ccr2,Ccl24 - Ccr2
Ccl24,Ackr2,Ccl24_Ackr2,Ccl24 - Ackr2
Ccl24,Ccr3,Ccl24_Ccr3,Ccl24 - Ccr3
Zp3,Egfr,Zp3_Egfr,Zp3 - Egfr
Zp3,Zp3r,Zp3_Zp3r,Zp3 - Zp3r
Shbg,Gprc6a,Shbg_Gprc6a,Shbg - Gprc6a
App,Lrp6,App_Lrp6,App - Lrp6
App,Lrp1,App_Lrp1,App - Lrp1
App,Lrp2,App_Lrp2,App - Lrp2
App,Cav1,App_Cav1,App - Cav1
App,Notch1,App_Notch1,App - Notch1
App,Cd47,App_Cd47,App - Cd47
App,Cd74,App_Cd74,App - Cd74
App,Trpc6,App_Trpc6,App - Trpc6
App,Dcc,App_Dcc,App - Dcc
App,Lrp8,App_Lrp8,App - Lrp8
App,Lrp4,App_Lrp4,App - Lrp4
App,Casr,App_Casr,App - Casr
App,Tspan12,App_Tspan12,App - Tspan12
App,Notch2,App_Notch2,App - Notch2
App,Lrp10,App_Lrp10,App - Lrp10
App,Gpr3,App_Gpr3,App - Gpr3
App,Tspan15,App_Tspan15,App - Tspan15
App,Fpr2,App_Fpr2,App - Fpr2
App,Tnfrsf21,App_Tnfrsf21,App - Tnfrsf21
App,Vldlr,App_Vldlr,App - Vldlr
App,Adra2a,App_Adra2a,App - Adra2a
App,Sorl1,App_Sorl1,App - Sorl1
App,Drd3,App_Drd3,App - Drd3
App,Ngfr,App_Ngfr,App - Ngfr
App,Ncstn,App_Ncstn,App - Ncstn
Agrp,Mc5r,Agrp_Mc5r,Agrp - Mc5r
Agrp,Mc3r,Agrp_Mc3r,Agrp - Mc3r
Agrp,Sdc3,Agrp_Sdc3,Agrp - Sdc3
Tnfsf14,Fas,Tnfsf14_Fas,Tnfsf14 - Fas
Tnfsf14,Ltbr,Tnfsf14_Ltbr,Tnfsf14 - Ltbr
Tnfsf14,Tnfrsf14,Tnfsf14_Tnfrsf14,Tnfsf14 - Tnfrsf14
Trh,Trhr,Trh_Trhr,Trh - Trhr
Prl7a2,Prlr,Prl7a2_Prlr,Prl7a2 - Prlr
Prl8a9,Prlr,Prl8a9_Prlr,Prl8a9 - Prlr
Prl8a1,Prlr,Prl8a1_Prlr,Prl8a1 - Prlr
Wnt10a,Fzd10,Wnt10a_Fzd10,Wnt10a - Fzd10
Bmp7,Acvr2b,Bmp7_Acvr2b,Bmp7 - Acvr2b
Bmp7,Bmpr1b,Bmp7_Bmpr1b,Bmp7 - Bmpr1b
Bmp7,Acvr2a,Bmp7_Acvr2a,Bmp7 - Acvr2a
Bmp7,Bmpr2,Bmp7_Bmpr2,Bmp7 - Bmpr2
Bmp7,Bmpr1a,Bmp7_Bmpr1a,Bmp7 - Bmpr1a
Bmp7,Acvr1,Bmp7_Acvr1,Bmp7 - Acvr1
Bmp7,Acvrl1,Bmp7_Acvrl1,Bmp7 - Acvrl1
Ccl8,Ccr2,Ccl8_Ccr2,Ccl8 - Ccr2
Ccl8,Ccr5,Ccl8_Ccr5,Ccl8 - Ccr5
Ccl8,Ccr3,Ccl8_Ccr3,Ccl8 - Ccr3
Ccl8,Ccr1,Ccl8_Ccr1,Ccl8 - Ccr1
Ccl8,Ccr8,Ccl8_Ccr8,Ccl8 - Ccr8
Rarres2,Ccrl2,Rarres2_Ccrl2,Rarres2 - Ccrl2
Timp1,Lrp1,Timp1_Lrp1,Timp1 - Lrp1
Timp1,Itgb1,Timp1_Itgb1,Timp1 - Itgb1
Timp1,Cd63,Timp1_Cd63,Timp1 - Cd63
Wnt3a,Fzd6,Wnt3a_Fzd6,Wnt3a - Fzd6
Wnt3a,Fzd2,Wnt3a_Fzd2,Wnt3a - Fzd2
Wnt3a,Lrp5,Wnt3a_Lrp5,Wnt3a - Lrp5
Wnt3a,Fzd1,Wnt3a_Fzd1,Wnt3a - Fzd1
Wnt3a,Fzd3,Wnt3a_Fzd3,Wnt3a - Fzd3
Wnt3a,Fzd8,Wnt3a_Fzd8,Wnt3a - Fzd8
Wnt3a,Lrp6,Wnt3a_Lrp6,Wnt3a - Lrp6
Wnt3a,Fzd5,Wnt3a_Fzd5,Wnt3a - Fzd5
Wnt3a,Fzd7,Wnt3a_Fzd7,Wnt3a - Fzd7
Wnt3a,Fzd4,Wnt3a_Fzd4,Wnt3a - Fzd4
Wnt3a,Igf1r,Wnt3a_Igf1r,Wnt3a - Igf1r
Wnt3a,Ptk7,Wnt3a_Ptk7,Wnt3a - Ptk7
Wnt3a,Apcdd1,Wnt3a_Apcdd1,Wnt3a - Apcdd1
Psen2,Notch2,Psen2_Notch2,Psen2 - Notch2
Wnt2,Fzd2,Wnt2_Fzd2,Wnt2 - Fzd2
Wnt2,Lrp5,Wnt2_Lrp5,Wnt2 - Lrp5
Wnt2,Fzd1,Wnt2_Fzd1,Wnt2 - Fzd1
Wnt2,Fzd3,Wnt2_Fzd3,Wnt2 - Fzd3
Wnt2,Fzd8,Wnt2_Fzd8,Wnt2 - Fzd8
Wnt2,Fzd5,Wnt2_Fzd5,Wnt2 - Fzd5
Wnt2,Fzd7,Wnt2_Fzd7,Wnt2 - Fzd7
Wnt2,Fzd9,Wnt2_Fzd9,Wnt2 - Fzd9
Wnt2,Fzd4,Wnt2_Fzd4,Wnt2 - Fzd4
Bmp5,Bmpr1b,Bmp5_Bmpr1b,Bmp5 - Bmpr1b
Bmp5,Bmpr2,Bmp5_Bmpr2,Bmp5 - Bmpr2
Bmp5,Bmpr1a,Bmp5_Bmpr1a,Bmp5 - Bmpr1a
Wnt8a,Fzd1,Wnt8a_Fzd1,Wnt8a - Fzd1
Wnt8a,Lrp6,Wnt8a_Lrp6,Wnt8a - Lrp6
Wnt8a,Fzd5,Wnt8a_Fzd5,Wnt8a - Fzd5
Wnt8a,Fzd7,Wnt8a_Fzd7,Wnt8a - Fzd7
Wnt8a,Fzd4,Wnt8a_Fzd4,Wnt8a - Fzd4
Wnt8a,Ptk7,Wnt8a_Ptk7,Wnt8a - Ptk7
Plg,Lrp2,Plg_Lrp2,Plg - Lrp2
Plg,Plgrkt,Plg_Plgrkt,Plg - Plgrkt
Plg,Igf2r,Plg_Igf2r,Plg - Igf2r
Plg,Itgb2,Plg_Itgb2,Plg - Itgb2
Plg,Plaur,Plg_Plaur,Plg - Plaur
Csf1,Csf1r,Csf1_Csf1r,Csf1 - Csf1r
Csf1,Flt4,Csf1_Flt4,Csf1 - Flt4
Ceacam16,Tectb,Ceacam16_Tectb,Ceacam16 - Tectb
Ceacam16,Tecta,Ceacam16_Tecta,Ceacam16 - Tecta
Dll1,Notch1,Dll1_Notch1,Dll1 - Notch1
Dll1,Notch3,Dll1_Notch3,Dll1 - Notch3
Dll1,Notch2,Dll1_Notch2,Dll1 - Notch2
Dll1,Notch4,Dll1_Notch4,Dll1 - Notch4
Mmp13,Lrp1,Mmp13_Lrp1,Mmp13 - Lrp1
Lama5,Itgb4,Lama5_Itgb4,Lama5 - Itgb4
Lama5,Bcam,Lama5_Bcam,Lama5 - Bcam
Hspa8,Aqp2,Hspa8_Aqp2,Hspa8 - Aqp2
Cd34,Sell,Cd34_Sell,Cd34 - Sell
Cd274,Pdcd1,Cd274_Pdcd1,Cd274 - Pdcd1
Cd274,Cd80,Cd274_Cd80,Cd274 - Cd80
Lnx2,Cd8a,Lnx2_Cd8a,Lnx2 - Cd8a
Lnx2,Cxadr,Lnx2_Cxadr,Lnx2 - Cxadr
Il10,Il10ra,Il10_Il10ra,Il10 - Il10ra
Il10,Il10rb,Il10_Il10rb,Il10 - Il10rb
Prl5a1,Prlr,Prl5a1_Prlr,Prl5a1 - Prlr
Pyy,Npy5r,Pyy_Npy5r,Pyy - Npy5r
Pyy,Npy1r,Pyy_Npy1r,Pyy - Npy1r
Pyy,Dpp4,Pyy_Dpp4,Pyy - Dpp4
Ppy,Npy2r,Ppy_Npy2r,Ppy - Npy2r
Vtn,Itgav,Vtn_Itgav,Vtn - Itgav
Vtn,Itgb5,Vtn_Itgb5,Vtn - Itgb5
Vtn,Itga8,Vtn_Itga8,Vtn - Itga8
Vtn,Plaur,Vtn_Plaur,Vtn - Plaur
Igfbp4,Lrp6,Igfbp4_Lrp6,Igfbp4 - Lrp6
Ada,Dpp4,Ada_Dpp4,Ada - Dpp4
Ada,Adora2b,Ada_Adora2b,Ada - Adora2b
Ada,Adora1,Ada_Adora1,Ada - Adora1
Mmp9,Lrp1,Mmp9_Lrp1,Mmp9 - Lrp1
Mmp9,Ephb2,Mmp9_Ephb2,Mmp9 - Ephb2
Mmp9,Cd44,Mmp9_Cd44,Mmp9 - Cd44
Mmp9,Tlr9,Mmp9_Tlr9,Mmp9 - Tlr9
Mmp9,Tlr4,Mmp9_Tlr4,Mmp9 - Tlr4
Mmp9,Itgb2,Mmp9_Itgb2,Mmp9 - Itgb2
Prl3c1,Prlr,Prl3c1_Prlr,Prl3c1 - Prlr
Mfng,Notch1,Mfng_Notch1,Mfng - Notch1
Gdf9,Bmpr1b,Gdf9_Bmpr1b,Gdf9 - Bmpr1b
Gdf9,Acvr2a,Gdf9_Acvr2a,Gdf9 - Acvr2a
Gdf9,Bmpr2,Gdf9_Bmpr2,Gdf9 - Bmpr2
Gdf9,Bmpr1a,Gdf9_Bmpr1a,Gdf9 - Bmpr1a
Gdf9,Tgfbr1,Gdf9_Tgfbr1,Gdf9 - Tgfbr1
Gdf9,Acvr1c,Gdf9_Acvr1c,Gdf9 - Acvr1c
Gdf9,Acvr1b,Gdf9_Acvr1b,Gdf9 - Acvr1b
Wnt9b,Lrp5,Wnt9b_Lrp5,Wnt9b - Lrp5
Wnt9b,Lrp6,Wnt9b_Lrp6,Wnt9b - Lrp6
Wnt9b,Fzd5,Wnt9b_Fzd5,Wnt9b - Fzd5
Tnfsf13,Tnfrsf17,Tnfsf13_Tnfrsf17,Tnfsf13 - Tnfrsf17
Tnfsf13,Tnfrsf13b,Tnfsf13_Tnfrsf13b,Tnfsf13 - Tnfrsf13b
Il3,Il4ra,Il3_Il4ra,Il3 - Il4ra
Il3,Il2ra,Il3_Il2ra,Il3 - Il2ra
Il3,Csf2rb2,Il3_Csf2rb2,Il3 - Csf2rb2
Il3,Il3ra,Il3_Il3ra,Il3 - Il3ra
Csf2,Sdc2,Csf2_Sdc2,Csf2 - Sdc2
Csf2,Csf1r,Csf2_Csf1r,Csf2 - Csf1r
Csf2,Csf2rb,Csf2_Csf2rb,Csf2 - Csf2rb
Csf2,Csf2ra,Csf2_Csf2ra,Csf2 - Csf2ra
Csf2,Csf3r,Csf2_Csf3r,Csf2 - Csf3r
Cxcl16,Cxcr6,Cxcl16_Cxcr6,Cxcl16 - Cxcr6
Ccl6,Ccr1,Ccl6_Ccr1,Ccl6 - Ccr1
Ccl4,Ackr2,Ccl4_Ackr2,Ccl4 - Ackr2
Ccl4,Ccr5,Ccl4_Ccr5,Ccl4 - Ccr5
Ccl4,Ccr3,Ccl4_Ccr3,Ccl4 - Ccr3
Ccl4,Ccr1,Ccl4_Ccr1,Ccl4 - Ccr1
Ccl4,Ccr8,Ccl4_Ccr8,Ccl4 - Ccr8
Ccl9,Ccr1,Ccl9_Ccr1,Ccl9 - Ccr1
Calm3,Grm7,Calm3_Grm7,Calm3 - Grm7
Calm3,Scn10a,Calm3_Scn10a,Calm3 - Scn10a
Calm3,Scn4a,Calm3_Scn4a,Calm3 - Scn4a
Calm3,Trpc5,Calm3_Trpc5,Calm3 - Trpc5
Calm3,Kcnq3,Calm3_Kcnq3,Calm3 - Kcnq3
Calm3,Adcy8,Calm3_Adcy8,Calm3 - Adcy8
Calm3,Mylk,Calm3_Mylk,Calm3 - Mylk
Icam5,Itgal,Icam5_Itgal,Icam5 - Itgal
Icam5,Itgb2,Icam5_Itgb2,Icam5 - Itgb2
Cd70,Cd27,Cd70_Cd27,Cd70 - Cd27
Sema6a,Plxna4,Sema6a_Plxna4,Sema6a - Plxna4
Sema6a,Plxna2,Sema6a_Plxna2,Sema6a - Plxna2
Vip,Dpp4,Vip_Dpp4,Vip - Dpp4
Vip,Npr3,Vip_Npr3,Vip - Npr3
Vip,Ramp2,Vip_Ramp2,Vip - Ramp2
Vip,Vipr1,Vip_Vipr1,Vip - Vipr1
Vip,Adcyap1r1,Vip_Adcyap1r1,Vip - Adcyap1r1
Vip,Ramp1,Vip_Ramp1,Vip - Ramp1
Vip,Ramp3,Vip_Ramp3,Vip - Ramp3
Vip,Vipr2,Vip_Vipr2,Vip - Vipr2
Lama4,Itgb1,Lama4_Itgb1,Lama4 - Itgb1
Nts,Sort1,Nts_Sort1,Nts - Sort1
Nts,Ntsr1,Nts_Ntsr1,Nts - Ntsr1
Nts,Ntsr2,Nts_Ntsr2,Nts - Ntsr2
Nts,Ngfr,Nts_Ngfr,Nts - Ngfr
Ccn2,Egfr,Ccn2_Egfr,Ccn2 - Egfr
Ccn2,Lrp6,Ccn2_Lrp6,Ccn2 - Lrp6
Ccn2,Fgfr2,Ccn2_Fgfr2,Ccn2 - Fgfr2
Ccn2,Lrp1,Ccn2_Lrp1,Ccn2 - Lrp1
Ccn2,Itgam,Ccn2_Itgam,Ccn2 - Itgam
Ccn2,Itga5,Ccn2_Itga5,Ccn2 - Itga5
Ccn2,Ntrk1,Ccn2_Ntrk1,Ccn2 - Ntrk1
Hsp90b1,Lrp6,Hsp90b1_Lrp6,Hsp90b1 - Lrp6
Hsp90b1,Lrp1,Hsp90b1_Lrp1,Hsp90b1 - Lrp1
Hsp90b1,Tlr2,Hsp90b1_Tlr2,Hsp90b1 - Tlr2
Hsp90b1,Tlr9,Hsp90b1_Tlr9,Hsp90b1 - Tlr9
Hsp90b1,Tlr4,Hsp90b1_Tlr4,Hsp90b1 - Tlr4
Hsp90b1,Pparg,Hsp90b1_Pparg,Hsp90b1 - Pparg
Fgf18,Fgfr1,Fgf18_Fgfr1,Fgf18 - Fgfr1
Fgf18,Fgfr4,Fgf18_Fgfr4,Fgf18 - Fgfr4
Fgf18,Fgfr2,Fgf18_Fgfr2,Fgf18 - Fgfr2
Fgf18,Fgfr3,Fgf18_Fgfr3,Fgf18 - Fgfr3
Madcam1,Itgb7,Madcam1_Itgb7,Madcam1 - Itgb7
Madcam1,Itga4,Madcam1_Itga4,Madcam1 - Itga4
Fgf22,Fgfr1,Fgf22_Fgfr1,Fgf22 - Fgfr1
Fgf22,Fgfr2,Fgf22_Fgfr2,Fgf22 - Fgfr2
Il13,Il4ra,Il13_Il4ra,Il13 - Il4ra
Il13,Il13ra1,Il13_Il13ra1,Il13 - Il13ra1
Il13,Il13ra2,Il13_Il13ra2,Il13 - Il13ra2
Pomc,Mc5r,Pomc_Mc5r,Pomc - Mc5r
Pomc,Mc3r,Pomc_Mc3r,Pomc - Mc3r
Pomc,Mc2r,Pomc_Mc2r,Pomc - Mc2r
Pomc,Mc4r,Pomc_Mc4r,Pomc - Mc4r
Pomc,Oprm1,Pomc_Oprm1,Pomc - Oprm1
Pomc,Mc1r,Pomc_Mc1r,Pomc - Mc1r
Pomc,Oprd1,Pomc_Oprd1,Pomc - Oprd1
Ccl7,Ccr2,Ccl7_Ccr2,Ccl7 - Ccr2
Ccl7,Ccr5,Ccl7_Ccr5,Ccl7 - Ccr5
Ccl7,Cxcr3,Ccl7_Cxcr3,Ccl7 - Cxcr3
Ccl7,Ccr3,Ccl7_Ccr3,Ccl7 - Ccr3
Ccl7,Ccr1,Ccl7_Ccr1,Ccl7 - Ccr1
Ccl7,Ccr10,Ccl7_Ccr10,Ccl7 - Ccr10
Tac4,Tacr1,Tac4_Tacr1,Tac4 - Tacr1
Gng4,Kcnj6,Gng4_Kcnj6,Gng4 - Kcnj6
Prl7d1,Prlr,Prl7d1_Prlr,Prl7d1 - Prlr
Prl2c5,Prlr,Prl2c5_Prlr,Prl2c5 - Prlr
Prl4a1,Prlr,Prl4a1_Prlr,Prl4a1 - Prlr
Edn1,Ednrb,Edn1_Ednrb,Edn1 - Ednrb
Edn1,Kel,Edn1_Kel,Edn1 - Kel
Edn1,Ednra,Edn1_Ednra,Edn1 - Ednra
Sema4d,Erbb2,Sema4d_Erbb2,Sema4d - Erbb2
Sema4d,Plxna2,Sema4d_Plxna2,Sema4d - Plxna2
Sema4d,Cd72,Sema4d_Cd72,Sema4d - Cd72
Sema4d,Plxnb1,Sema4d_Plxnb1,Sema4d - Plxnb1
